ObjectId,ResponseID,EndDate,Finished,Rate_your_satisfaction_with_thi,Satisfaction_Level,Program,Answered_Question__1_yes__0_no_,Percent_,Fiscal_Year,FY
1134,R_3gMCUgR0R4NWQqn,2018/06/26 22:41:00,1,1,Very Satisfied,Dance Class,1,,2018/06/30 00:00:00,FY 2018
1135,R_3gMh7Jqlu5yGPDn,2017/06/13 18:04:00,1,2,Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
1136,R_3gRCW7nQeuySsQb,2017/06/13 11:35:00,1,4,Dissatisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1137,R_3gXe17Nt6LbRLAq,2017/06/13 21:23:00,1,2,Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1138,R_3Gy2xjYP3dcDlXy,2016/08/30 16:49:00,1,27,Good,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1139,R_3gYL9UFRlBPQixj,2017/06/14 12:46:00,1,2,Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1140,R_3gZ8vfqv3S8PpNS,2017/06/14 16:46:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1141,R_3h5ZXAIIxZwVwak,2017/06/13 13:14:00,1,2,Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1142,R_3hA8wBzw39vvv7q,2017/06/13 11:55:00,1,1,Very Satisfied,Youth Sports Leagues,1,,2017/06/30 00:00:00,FY 2017
1143,R_3hAB4qzUFq9RoWV,2016/08/30 18:40:59,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1144,R_3HAIdMB52lu6bgD,2016/09/01 10:50:00,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1145,R_3hbf4o7fK0BsUcr,2017/06/16 10:47:00,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
1146,R_3hDwtv56stgtKii,2017/06/14 22:54:00,1,3,Neutral,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1147,R_3n6jyB98lBYtim6,2017/06/15 17:23:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1148,R_2Yrcd4vceZUl7cb,2017/06/13 11:52:59,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
1149,R_31RhFK1mIAWrbjR,2017/06/16 10:06:59,1,1,Very Satisfied,Music Program,1,,2017/06/30 00:00:00,FY 2017
1150,R_3n8YL4k5uwU770x,2017/06/14 18:20:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1151,R_2YRHQwdMjalSZSz,2017/06/13 23:10:00,1,2,Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
1152,R_31TUPbjDCr0LEYk,2018/06/27 12:16:00,1,1,Very Satisfied,Dance Class,1,,2018/06/30 00:00:00,FY 2018
1153,R_3nBMoT7T4BvS5dH,2018/06/26 09:04:00,1,2,Satisfied,Gymnastics,1,,2018/06/30 00:00:00,FY 2018
1154,R_2YrKLjtP8AkSSpb,2017/07/03 07:14:00,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
1155,R_31vhChNrKX26edb,2017/06/13 13:12:59,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1156,R_3nC0Hzyes32dgdy,2017/06/22 23:21:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1157,R_2ysmq1461qi7G1H,2017/06/13 11:26:59,1,1,Very Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
1158,R_31yGrqzYik8mI3G,2017/06/13 13:05:00,1,2,Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
1159,R_3nDdB6JkMleWXKC,2017/06/13 11:25:00,1,1,Very Satisfied,Maniakz Program,1,,2017/06/30 00:00:00,FY 2017
1160,R_2YtYlXEeNMYBNg9,2017/06/13 12:27:59,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1161,R_31yhl0V08DboV64,2017/06/13 13:33:00,1,1,Very Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
1162,R_3ndsLp73bggFUTO,2018/06/26 09:39:00,1,4,Dissatisfied,Youth Sports Leagues,1,,2018/06/30 00:00:00,FY 2018
1163,R_2YzWT2DQkv53jt4,2017/06/18 10:06:59,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1164,R_3neYVF36CxaPzqI,2017/06/21 09:49:59,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
1165,R_2z8Sd2voObN4q6d,2017/06/13 21:16:00,1,1,Very Satisfied,Youth Sports Leagues,1,,2017/06/30 00:00:00,FY 2017
1166,R_3nfalAKXMxZQnN5,2017/06/13 12:24:59,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1167,R_2zbCsoSjEB85nRz,2017/06/13 11:34:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1168,R_3nGZH4R696JbDHb,2018/06/26 09:58:00,1,1,Very Satisfied,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
1169,R_2zcjVsmbJSThPOF,2017/06/13 14:50:00,1,1,Very Satisfied,Adaptive Adult,1,,2017/06/30 00:00:00,FY 2017
1170,R_3nHnwznL9ovIS3n,2017/06/13 15:59:59,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1171,R_2ZCw80GRC7oEG7u,2017/06/15 20:32:59,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1172,R_31yHMzYBMaCrEaZ,2017/06/14 06:32:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1173,R_2zdtJoEhgCQ79is,2017/06/14 15:27:00,1,2,Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
1174,R_2zFRS92O5XJG4JT,2017/06/13 14:06:59,1,2,Satisfied,Maniakz Program,1,,2017/06/30 00:00:00,FY 2017
1175,R_2zFT8sIKE0lCZf0,2017/06/13 13:47:59,1,2,Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1176,R_2zHXVrJkED96zhW,2017/06/13 23:06:00,1,1,Very Satisfied,Adaptive Youth,1,,2017/06/30 00:00:00,FY 2017
1177,R_2ZKbyDp9T8tkItJ,2017/06/13 14:35:59,1,2,Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1178,R_2zLPCnbohknUnDu,2017/06/13 19:02:59,1,1,Very Satisfied,Youth Sports Leagues,1,,2017/06/30 00:00:00,FY 2017
1179,R_2zMHCTInjTiJpHQ,2017/06/23 12:30:59,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1180,R_2zMZfUXNB2cDhWB,2017/06/14 17:28:00,1,2,Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1181,R_2zOBlfCQw8ZGPYc,2017/06/13 14:05:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1182,R_2ZOGrw5yVMQ6d0O,2017/06/13 11:51:00,1,4,Dissatisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
1183,R_2ZOYSRhpetWFNxj,2017/06/13 13:09:59,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1184,R_2ZP7BGDjWIBuqDC,2018/06/26 11:54:00,1,1,Very Satisfied,Education Program,1,,2018/06/30 00:00:00,FY 2018
1185,R_323GdyI44hT5ldt,2018/07/05 14:00:59,1,1,Very Satisfied,Adaptive Adult,1,,2018/06/30 00:00:00,FY 2018
1186,R_32Mkum3qHDAw4EF,2017/06/14 08:36:59,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1187,R_32PyH3Z2lcWNKL7,2017/06/13 14:58:00,1,2,Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
1188,R_32RrPwSJ8cF92Zc,2017/06/17 00:59:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1189,R_32VYVV6ppV2xj7l,2018/05/30 14:05:00,1,2,Satisfied,Youth Sports Leagues,1,,2018/06/30 00:00:00,FY 2018
1190,R_32WnyTL0DpTSFWa,2017/06/21 08:10:00,1,1,Very Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
1191,R_330UKE6HWKxzaUx,2016/09/02 16:54:59,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1192,R_333cXeMkridwlk9,2017/06/14 18:29:00,1,2,Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1193,R_337F5YslH8FfEjZ,2017/06/13 18:48:00,1,2,Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1194,R_337qzfiyH8D1ly7,2017/06/16 12:46:59,1,2,Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
1195,R_339yFo9l7ZKX6GB,2016/08/30 18:08:59,1,27,Good,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1196,R_33BckWP4b6aykue,2017/06/25 19:05:00,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
1197,R_33CqUhYk1tJJMTg,2017/06/13 11:23:59,1,1,Very Satisfied,Maniakz Program,1,,2017/06/30 00:00:00,FY 2017
1198,R_33fZTJ38AzDbF5c,2017/06/13 12:45:00,1,2,Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
1199,R_33g30lrQMbzBNHY,2018/06/26 09:11:59,1,1,Very Satisfied,Dance Class,1,,2018/06/30 00:00:00,FY 2018
1200,R_33qHIFEQap4rdNe,2017/06/13 14:12:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1201,R_r0BunfjqbuAbY6l,2018/06/26 11:58:59,1,1,Very Satisfied,Senior Programming,1,,2018/06/30 00:00:00,FY 2018
1202,R_r25ywyF2AiPfYkx,2018/06/26 18:33:59,1,1,Very Satisfied,Senior Programming,1,,2018/06/30 00:00:00,FY 2018
1203,R_r2BmCahKoLLZNHb,2018/06/26 09:01:00,1,2,Satisfied,Adaptive Adult,1,,2018/06/30 00:00:00,FY 2018
1204,R_R32oZcIQkMSksO5,2017/06/13 12:53:00,1,1,Very Satisfied,Youth Sports Leagues,1,,2017/06/30 00:00:00,FY 2017
1205,R_r3JOkCQgct5J6x3,2018/05/30 20:28:00,1,2,Satisfied,Youth Sports Leagues,1,,2018/06/30 00:00:00,FY 2018
1206,R_r3mjnnySh1uDCsF,2017/06/19 09:46:00,1,1,Very Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
1207,R_R8sjYDhxYK6mXcd,2016/08/31 06:48:00,1,27,Good,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1208,R_r9fpJJcD1mNQJd7,2017/06/13 11:23:00,1,1,Very Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
1209,R_rdMku23sSFHSoeJ,2017/06/16 13:40:00,1,2,Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1210,R_RdUa4BSzaWN4YUx,2016/09/08 19:15:00,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1211,R_rf1hEsIbICRth3H,2016/08/30 18:07:00,1,27,Good,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1212,R_RfUN5uACDQTBUop,2017/06/21 09:48:00,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
1213,R_riHYHT7hdmBriY9,2017/06/13 11:31:00,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
1214,R_rkI6OnYhezdZNoR,2017/06/18 06:43:59,1,2,Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
1215,R_RlE0lNoyBHgtSLv,2016/08/30 16:57:59,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1216,R_rln1H5RHTqdsc0N,2017/06/17 19:27:00,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
1217,R_Rlyiky86qB933sB,2017/06/16 04:57:59,1,3,Neutral,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1218,R_RPNJ9DxvFptskyR,2017/06/13 11:58:59,1,2,Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1219,R_RPuGeWQ4ZZlAwoN,2017/06/13 11:39:59,1,2,Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
1220,R_daFxt6gs3eIPE2d,2017/06/13 16:57:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1221,R_6PVhZl2SQYsa1uF,2018/06/29 18:49:59,1,1,Very Satisfied,Education Program,1,,2018/06/30 00:00:00,FY 2018
1222,R_3Rw78KEtQ1j8st1,2017/06/13 11:57:00,1,1,Very Satisfied,Sports Instruction Classes,1,,2017/06/30 00:00:00,FY 2017
1223,R_RRel9BU7yWDldHH,2016/08/30 16:50:00,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1224,R_RsHDjvrtOR4ZOg1,2018/06/26 10:41:00,1,2,Satisfied,Senior Programming,1,,2018/06/30 00:00:00,FY 2018
1225,R_RVKtvheSR8TvRw5,2017/06/13 11:25:00,1,3,Neutral,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1226,R_RwaBQQuXt0q93K9,2017/06/13 16:15:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1227,R_RwZXjfsfDzayiQ1,2017/06/13 20:12:00,1,4,Dissatisfied,Adaptive Adult,1,,2017/06/30 00:00:00,FY 2017
1228,R_RxZCWOj8C4tE133,2017/06/13 20:15:00,1,2,Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
1229,R_RyizmQNplL0GAKd,2017/06/13 13:15:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1230,R_s5A9KInBaOUP2Q9,2016/08/30 16:57:59,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1231,R_s6C786tuDv10RPP,2017/06/26 08:00:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1232,R_sAr4JinFi4Ozx9D,2018/05/30 11:54:00,1,3,Neutral,Youth Sports Leagues,1,,2018/06/30 00:00:00,FY 2018
1233,R_sB9YqR6DHsSnC9z,2017/06/13 16:51:59,1,2,Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
1234,R_sbdzKvGfmAmBPfH,2016/08/30 22:14:00,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1235,R_sbecoysQprPxgNH,2016/08/30 18:21:59,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1236,R_SDiB7ZzxlGLriXD,2017/06/13 16:46:00,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
1237,R_sHwikd6LXXh2Fod,2018/06/27 08:09:00,1,2,Satisfied,Gymnastics,1,,2018/06/30 00:00:00,FY 2018
1238,R_SID7GMd3pib5Nv3,2016/08/30 17:55:00,1,28,Fair,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1239,R_sIucsIKAntsbJNT,2017/06/16 07:43:00,1,2,Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1240,R_SIYgAFi84dUNseB,2017/06/14 06:43:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1241,R_SK6BAKUexqiSh6F,2017/06/13 21:55:00,1,2,Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1242,R_snhDf1L9CWXUWfD,2018/05/30 12:11:00,1,1,Very Satisfied,Youth Sports Leagues,1,,2018/06/30 00:00:00,FY 2018
1243,R_SO8qi2rijiARHr3,2017/06/14 18:56:59,1,2,Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
1244,R_sojJ4GRDmoN3dSh,2017/06/15 16:40:00,1,1,Very Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
1245,R_soP21yxeFkLiSuB,2018/06/26 08:32:00,1,2,Satisfied,Gymnastics,1,,2018/06/30 00:00:00,FY 2018
1246,R_SPgCKcir2TTQ8hz,2017/06/13 13:09:00,1,2,Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1247,R_SQ8zPDNQGUSajuN,2016/08/30 16:47:59,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1248,R_sR5ieRQ3gHNP36V,2017/06/15 14:28:00,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
1249,R_sS99k0H4sRSWDo5,2018/06/26 13:47:59,1,5,Very Dissatisfied,Gymnastics,1,,2018/06/30 00:00:00,FY 2018
1250,R_sScUQdfYlh8jyrT,2017/06/13 12:08:00,1,1,Very Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
1251,R_SVOeoHXGBUUUx3j,2017/06/13 15:52:00,1,2,Satisfied,Adult Sports Leagues,1,,2017/06/30 00:00:00,FY 2017
1252,R_syQJpTaaXMKVFQZ,2017/06/16 16:59:00,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
1253,R_T61MhLabpclVkWJ,2017/06/13 12:52:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1254,R_3PH6cpbsJpDbfiw,2017/06/19 10:20:00,1,1,Very Satisfied,Adaptive Adult,1,,2017/06/30 00:00:00,FY 2017
1255,R_aVESslFThMrtWg1,2017/06/25 19:05:59,1,4,Dissatisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
1256,R_Oqkqoqxx5ckp0Qh,2018/06/26 12:49:00,1,1,Very Satisfied,Gymnastics,1,,2018/06/30 00:00:00,FY 2018
1257,R_3ph8Aa3WKN7EzAB,2017/06/16 23:19:59,1,2,Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
1258,R_OqkSCUZbSJWsL29,2018/06/26 09:51:00,1,1,Very Satisfied,Adult Sports Leagues,1,,2018/06/30 00:00:00,FY 2018
1259,R_6R1TQyXuwukams1,2017/06/30 10:18:00,1,4,Dissatisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
1260,R_3phUymRrkXvwJqy,2017/06/13 13:22:59,1,1,Very Satisfied,Sports Instruction Classes,1,,2017/06/30 00:00:00,FY 2017
1261,R_3RxTK51LsUya4fE,2017/06/13 12:01:59,1,1,Very Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
1262,R_OvdvJDxWtAgpnJD,2018/06/26 14:10:59,1,1,Very Satisfied,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
1263,R_aW7jwkYvBbbUvLz,2017/06/19 06:20:00,1,2,Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1264,R_6sbShF3F2qJuL3X,2017/06/13 11:19:59,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1265,R_3PjFxugZElAKgIL,2017/06/13 11:47:00,1,2,Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
1266,R_3rYDIEc98EthnEZ,2017/06/14 19:09:00,1,2,Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
1267,R_oXkrKFbSxHTL16h,2018/06/26 09:23:00,1,2,Satisfied,Senior Programming,1,,2018/06/30 00:00:00,FY 2018
1268,R_AzfoP8xkQeCWcKZ,2018/06/29 16:14:00,1,2,Satisfied,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
1269,R_6sfaOZX0CcxMVIR,2017/06/13 13:49:00,1,1,Very Satisfied,Maniakz Program,1,,2017/06/30 00:00:00,FY 2017
1270,R_3Pjo8X4EeelsC3Q,2016/08/30 18:03:00,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1271,R_3s0oqqA7CG4649c,2018/06/27 17:13:00,1,1,Very Satisfied,Education Program,1,,2018/06/30 00:00:00,FY 2018
1272,R_Oxvg6QSppwRaTvP,2016/08/31 08:10:00,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1273,R_oY2E8k64Ne0Nogp,2017/06/13 11:29:59,1,5,Very Dissatisfied,Youth Sports Leagues,1,,2017/06/30 00:00:00,FY 2017
1274,R_p0gYmj6ndNbkzh7,2018/06/01 22:15:59,1,1,Very Satisfied,Youth Sports Leagues,1,,2018/06/30 00:00:00,FY 2018
1275,R_p5HJvGgHzE8Ydy1,2017/06/13 11:29:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1276,R_p6h2NZfbsJfwQYF,2017/06/14 11:19:59,1,2,Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
1277,R_paNRXuF1DXj2RPz,2016/08/30 16:54:59,1,28,Fair,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1278,R_PBCxRUJBdkV9fTX,2017/06/13 11:35:00,1,2,Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1279,R_pcKrJJpT9iDUZtT,2018/05/30 12:17:00,1,1,Very Satisfied,Youth Sports Leagues,1,,2018/06/30 00:00:00,FY 2018
1280,R_pFO3NHE1borxTDr,2017/06/13 17:13:59,1,1,Very Satisfied,Sports Instruction Classes,1,,2017/06/30 00:00:00,FY 2017
1281,R_PGJNH3kzDJTui3L,2017/06/13 20:25:00,1,2,Satisfied,Sports Instruction Classes,1,,2017/06/30 00:00:00,FY 2017
1282,R_pgvhy3x4GSmdfXj,2017/06/13 16:34:00,1,2,Satisfied,Youth Sports Leagues,1,,2017/06/30 00:00:00,FY 2017
1283,R_pgYxtXpONvZsfEB,2018/06/26 09:01:59,1,2,Satisfied,Youth Sports Leagues,1,,2018/06/30 00:00:00,FY 2018
1284,R_pgyXv8AWlZbEfp7,2018/05/30 16:22:59,1,4,Dissatisfied,Youth Sports Leagues,1,,2018/06/30 00:00:00,FY 2018
1285,R_pH53QZmlJcaaRZD,2017/06/13 11:26:00,1,2,Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1286,R_PH5mVdsDa2hyIRb,2017/06/15 16:57:00,1,2,Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
1287,R_PIe25vlya1SnxjH,2017/06/13 18:36:59,1,2,Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
1288,R_PLjVDCb9ows5n7H,2017/06/16 09:01:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1289,R_PLNpCj8ahsZ2hTX,2017/06/14 20:36:59,1,1,Very Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
1290,R_pMJmmSpBXgni48N,2017/06/18 07:43:00,1,2,Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
1291,R_pN3MdhA7xxlUOL7,2018/06/26 09:58:00,1,1,Very Satisfied,Senior Programming,1,,2018/06/30 00:00:00,FY 2018
1292,R_pN7QV2ansFGVfc5,2018/06/26 08:16:59,1,4,Dissatisfied,Education Program,1,,2018/06/30 00:00:00,FY 2018
1293,R_pnugMPxAmidTrr3,2017/06/13 20:23:59,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1294,R_po4NHPVsV3fgWFH,2017/06/13 23:06:59,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1295,R_pPORva49mutrzeV,2018/06/28 10:38:00,1,1,Very Satisfied,Adaptive Adult,1,,2018/06/30 00:00:00,FY 2018
1296,R_pRWuUi8PLeFRaAp,2018/05/30 13:38:59,1,1,Very Satisfied,Youth Sports Leagues,1,,2018/06/30 00:00:00,FY 2018
1297,R_PSeDNsAKwbkIqqJ,2018/06/26 09:19:00,1,2,Satisfied,Adult Sports Leagues,1,,2018/06/30 00:00:00,FY 2018
1298,R_ptRiWv1Yr2MekwN,2017/06/15 12:55:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1299,R_PtY2d7SvHP0xmcV,2017/06/13 14:39:00,1,5,Very Dissatisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
1300,R_PU0tYe8rNE8XoqZ,2017/06/13 11:25:00,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
1301,R_PUjgOWsTp3weexH,2017/06/13 12:56:59,1,1,Very Satisfied,Martial Arts,1,,2017/06/30 00:00:00,FY 2017
1302,R_PvL3xfgwfeKZiW5,2017/06/14 07:38:00,1,1,Very Satisfied,Music Program,1,,2017/06/30 00:00:00,FY 2017
1303,R_PvYvZpnbdeqlfpf,2017/06/13 14:58:59,1,2,Satisfied,Maniakz Program,1,,2017/06/30 00:00:00,FY 2017
1304,R_PwxEfyBMPLwwZvb,2018/06/26 14:51:59,1,2,Satisfied,Dance Class,1,,2018/06/30 00:00:00,FY 2018
1305,R_PXPglYMnYqWFyhz,2018/06/27 13:57:00,1,1,Very Satisfied,Dance Class,1,,2018/06/30 00:00:00,FY 2018
1306,R_pxQDGrURRMwtCc9,2018/06/26 11:13:59,1,3,Neutral,Gymnastics,1,,2018/06/30 00:00:00,FY 2018
1307,R_Q3XZQRqkDfEECYx,2018/06/27 13:12:59,1,1,Very Satisfied,Youth Sports Leagues,1,,2018/06/30 00:00:00,FY 2018
1308,R_qDEQRQCjS2uV7a1,2018/06/26 13:02:59,1,2,Satisfied,Youth Sports Leagues,1,,2018/06/30 00:00:00,FY 2018
1309,R_qDYIxTbhjIDCyIx,2017/06/13 12:56:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1310,R_qFvVAkyiVSPZ0LT,2018/06/28 12:59:00,1,2,Satisfied,Gymnastics,1,,2018/06/30 00:00:00,FY 2018
1311,R_QgqRfwaq0L1NPVf,2017/06/15 06:04:00,1,3,Neutral,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1312,R_qIv69SQSUdxehxf,2017/06/13 11:29:59,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1313,R_qJcaWtj4tE6sCRz,2017/06/13 15:52:00,1,1,Very Satisfied,Sports Instruction Classes,1,,2017/06/30 00:00:00,FY 2017
1314,R_QndnDcMAGASgrJL,2018/05/30 17:47:00,1,2,Satisfied,Youth Sports Leagues,1,,2018/06/30 00:00:00,FY 2018
1315,R_qR5qrzFCbZmOVLH,2018/06/26 11:52:59,1,1,Very Satisfied,Education Program,1,,2018/06/30 00:00:00,FY 2018
1316,R_qx4irUB6BuKy3Nn,2017/06/13 18:46:59,1,2,Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1317,R_qXx2RB1TOwzCyIx,2017/06/15 13:50:59,1,2,Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
1318,R_DC6IAUjZqVYRFMl,2017/06/13 14:05:00,1,1,Very Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
1319,R_TdcCN6rto7ppeA9,2018/06/26 08:44:00,1,2,Satisfied,Gymnastics,1,,2018/06/30 00:00:00,FY 2018
1320,R_3s1i6KqocNlG2QK,2018/06/26 10:12:59,1,1,Very Satisfied,Senior Programming,1,,2018/06/30 00:00:00,FY 2018
1321,R_dcH3CwDlvp4Oeul,2018/05/30 19:43:00,1,4,Dissatisfied,Youth Sports Leagues,1,,2018/06/30 00:00:00,FY 2018
