Unit,Group Name/Partner,Date and Time,Borough,LocationType,Location,Event Name,Event Type,Category,Classification,Audience,Attendance
Recreation,,07/31/2018 11:00:00 AM,Bronx,Recreation Center,St. James Recreation Center,Movies Under The Stars: Justice League & Despicable Me 3,Community Based Event,Mobile Unit,Movies,General Public,250
Recreation,,07/28/2018 08:30:00 PM,Bronx,Park,Van Cortlandt Park,Movies Under The Stars: Star Wars: The Last Jedi,Community Based Event,Mobile Unit,Movies,General Public,125
Recreation,,07/26/2018 08:15:00 PM,Bronx,Recreation Center,Hunts Point Recreation Center,Movies Under The Stars: Star Wars: The Last Jedi,Community Based Event,Mobile Unit,Movies,General Public,54
Recreation,,07/14/2018 08:30:00 PM,Queens,Other,Beach 94th Street,"MUTS ""Big Fish""",Community Based Event,Mobile Unit,,General Public,189
Recreation,,08/01/2018 08:30:00 PM,Queens,Park,Flushing Meadows Corona Park,"Movies Under the Stars ""Black Panther""",Community Based Event,Mobile Unit,Movies,General Public,327
Recreation,,07/28/2018 08:00:00 PM,Manhattan,Playground,Frederick Douglass Playground,Movies Under the Stars: Valerian and the City of a Thousand Planets,Community Based Event,Mobile Unit,Movies,General Public,96
Recreation,,08/01/2018 06:00:00 PM,Manhattan,Park,De Witt Clinton Park,Movies Under the Stars: Gifted,Community Based Event,Mobile Unit,Movies,General Public,146
Recreation,,07/31/2018 06:00:00 PM,Manhattan,Park,Washington Square Park,Dance Away the Night Series: Strictly Tango Nights!,Community Based Event,Performance,Dance,General Public,285
Recreation,,07/31/2018 08:00:00 PM,Manhattan,Playground,St. Nicholas Playground North,Movies Under the Stars: Justice League,Community Based Event,Mobile Unit,Movies,General Public,153
Recreation,,07/31/2018 08:30:00 AM,Queens,Park,Yellowstone Park,"Movies Under the Stars ""Coco""",Community Based Event,Mobile Unit,Movies,General Public,167
Recreation,,07/30/2018 08:00:00 PM,Brooklyn,Playground,50 Kent St,Movies Under the Stars: King Kong,Community Based Event,Mobile Unit,Movies,General Public,200
Recreation,,07/30/2018 08:30:00 PM,Queens,Park,Highland Park,"Movies Under the Stars ""The Incredibles""",Community Based Event,Mobile Unit,Movies,General Public,314
Recreation,,07/29/2018 08:30:00 PM,Queens,Other,Beach 94th Street,"Movies Under the Stars ""The Little Mermaid""",Community Based Event,Mobile Unit,Movies,General Public,260
Recreation,,07/28/2018 08:30:00 PM,Queens,Park,O'Donohue Park,"Movies Under the Stars ""Star Wars: The Last Jedi""",Community Based Event,Mobile Unit,Movies,General Public,216
Recreation,,07/27/2018 08:30:00 PM,Queens,Playground,Playground for All Children,"Movies Under the Stars ""Coco""",Community Based Event,Mobile Unit,Movies,General Public,0
Recreation,,07/28/2018 08:00:00 PM,Manhattan,Playground,Frederick Douglass Playground,Movies Under the Stars: Valerian and the City of a Thousand Planets,Community Based Event,Mobile Unit,Movies,General Public,95
Recreation,,07/26/2018 08:00:00 PM,Manhattan,Playground,Asser Levy Playground,Movies Under the Stars: Loving Vincent And Paint Night,Community Based Event,Mobile Unit,Movies,General Public,215
Recreation,,07/24/2018 06:00:00 PM,Manhattan,Park,Washington Square Park,Dance Away the Night Series: Strictly Tango Nights!,Community Based Event,Arts/Culture,Dance,General Public,175
Recreation,,07/24/2018 08:00:00 PM,Manhattan,Playground,Nathan Straus Playground,Movies Under the Stars: Justice League,Community Based Event,Mobile Unit,Movies,General Public,45
Recreation,,10/31/2017 06:00:00 PM,Brooklyn,Recreation Center,McCarren Play Center,Tots Halloween Event,Local Event,Arts/Culture,Play,Tot;#Children,80
Recreation,,10/28/2017 05:00:00 PM,Staten Island,Park,Clove Lakes Park,Howl-oween Event,Local Event,Arts/Culture,Play,Children;#Young Adult;#Teens;#Adults,130
Recreation,,10/31/2017 06:00:00 PM,Staten Island,Playground,Cedar Grove Playground,Haunting We Will Go,Local Event,Arts/Culture,Play,Tot;#Children;#Young Adult;#Adults;#Teens,80
Recreation,,11/04/2017 10:00:00 AM,Staten Island,Park,Macombs Dam Park,Citywide Flag Football Championship,Tournament/Competition,Sport,Tier 1,Tot;#Teens,400
Recreation,,11/04/2017 10:00:00 AM,Bronx,Recreation Center,Owen Dolen Recreation Center,Citywide Flag Football Championship,Tournament/Competition,Sport,Tier 1,Teens;#Children,400
Recreation,,07/28/2018 08:00:00 PM,Brooklyn,Park,Marine Park,Movies Under the Stars : The Incredibles,Community Based Event,Mobile Unit,Movies,General Public,170
Recreation,,06/27/2018 08:30:00 PM,Bronx,Recreation Center,Hunts Point Recreation Center,Movies Under The Stars: Black Panther,Community Based Event,Mobile Unit,Movies,General Public,63
Recreation,,05/26/2018 08:15:00 PM,Bronx,Park,Crotona Park,Movies Under The Stars: Coco,Community Based Event,Mobile Unit,Movies,General Public,31
Recreation,,07/28/2018 10:30:00 AM,Manhattan,Recreation Center,Tony Dapolito Recreation Center,Learn to play Pickleball,Community Based Event,Sport,Tier 3,Teens;#Seniors;#Adults;#Young Adult;#Children;#Tot,11
Recreation,,07/26/2018 08:30:00 PM,Queens,Park,Alley Pond Park,"Movies Under the Stars ""Zootopia""",Community Based Event,Mobile Unit,Movies,General Public,412
Recreation,,07/27/2018 08:30:00 PM,Bronx,Park,Concrete Plant Park,Movies Under The Stars: Leap,Community Based Event,Mobile Unit,Movies,General Public,0
Recreation,Council Member Gibson,07/27/2018 08:30:00 PM,Bronx,Playground,Merriam Playground,Movies Under The Stars: A Wrinkle In Time,Community Based Event,Mobile Unit,Movies,General Public,0
Recreation,,10/31/2017 10:00:00 AM,Bronx,Recreation Center,Owen Dolen Recreation Center,Owen Dolen's Family Friendly Haunted House,Local Event,Arts/Culture,Play,Tot;#Children;#Teens,230
Recreation,,11/17/2017 02:00:00 PM,Brooklyn,Recreation Center,McCarren Play Center,Tots Thanksgiving Lunch,Local Event,Arts/Culture,Play,Tot;#Children;#Adults,112
Recreation,,11/16/2017 10:00:00 AM,Manhattan,Other,Swidish Cottage,3 Bears puppet show,Local Event,Performance,Play,Tot;#Adults,12
Recreation,,11/22/2017 06:00:00 PM,Bronx,Recreation Center,St. James Recreation Center,International Thanksgiving Celebration,Local Event,Arts/Culture,,Adults;#Seniors,25
Recreation,,11/07/2017 10:00:00 AM,Brooklyn,Park,Betsy Head Park,Fall Feild Day,Local Event,Fitness,Play,Children,150
Recreation,,12/18/2017 02:00:00 PM,Brooklyn,Recreation Center,McCarren Play Center,Tots Drive in Movie,Local Event,Arts/Culture,Movies,Tot,115
Recreation,,12/08/2017 06:00:00 PM,Bronx,Recreation Center,Owen Dolen Recreation Center,Literacy Day,Local Event,Academic/Out of School time,Lecture/Panel/Talk,Tot;#Children;#Teens,35
Recreation,,12/22/2017 10:00:00 AM,Bronx,Recreation Center,Owen Dolen Recreation Center,Christmas Celebration,Local Event,Arts/Culture,Play,Tot;#Children;#Young Adult;#Adults;#Teens;#Seniors,60
Recreation,,04/01/2018 10:00:00 AM,Bronx,Recreation Center,St. James Recreation Center,Toddler's Day,Local Event,Family Festival,Play,Tot,60
Recreation,,05/04/2018 12:00:00 AM,Bronx,Recreation Center,Owen Dolen Recreation Center,Mommy and Me Tea Party,Local Event,Arts/Culture,Play,Adults;#Children;#Teens,35
Recreation,,06/01/2018 10:00:00 AM,Bronx,Recreation Center,Owen Dolen Recreation Center,Owen Dolen Annual Award Ceremony,Local Event,Performance,Awards,Tot;#Children;#Young Adult;#Adults;#Teens;#Seniors,150
Recreation,,06/01/2018 09:00:00 AM,Bronx,Recreation Center,Owen Dolen Recreation Center,Owen Dolen Annual Awards Ceremony,Local Event,Performance,Awards,Young Adult;#Teens,150
Recreation,ASPCA,07/26/2018 08:30:00 PM,Manhattan,Recreation Center,Tony Dapolito Recreation Center,Movies Under the Stars: Throwback Series - The Lion King,Community Based Event,Performance,Movies,Tot;#Children;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors;#General Public,172
Recreation,,07/25/2018 08:30:00 PM,Bronx,Park,Tremont Park,Movies Under The Stars: Despicable Me 3,Community Based Event,Mobile Unit,Movies,General Public,0
Recreation,,07/26/2018 08:00:00 PM,Brooklyn,Park,Wingate Park,Movies Under the Stars : Star Wars The Last Jedi,Community Based Event,Mobile Unit,Movies,General Public,112
Recreation,,07/24/2018 08:30:00 PM,Bronx,Park,Franz Sigel Park,Movies Under The Stars: Captain Underpants,Community Based Event,Mobile Unit,Movies,General Public,14
Recreation,Councilman Cohen,07/24/2018 08:30:00 PM,Bronx,Recreation Center,Williamsbridge Oval Recreation Center,Movies Under The Stars: Boss Baby,Community Based Event,Mobile Unit,Movies,General Public,104
Recreation,,05/26/2018 08:15:00 PM,Bronx,Park,Crotona Park,Movies Under The Stars: Coco,Community Based Event,Mobile Unit,Movies,General Public,43
Recreation,,07/23/2018 08:30:00 PM,Queens,Park,Forest Park Bandshell,"Movies Under the Stars ""Grease""",Community Based Event,Mobile Unit,Movies,General Public,342
Recreation,,06/30/2018 08:30:00 PM,Queens,Other,Rory Staunton Field,"Movies Under the Stars ""An American Tail""",Community Based Event,Mobile Unit,Movies,General Public,101
Recreation,,06/29/2018 08:30:00 PM,Queens,Playground,Paul Raimonda Playground,"Movies Under the Stars ""Wonder""",Community Based Event,Mobile Unit,Movies,General Public,194
Recreation,,06/28/2018 08:30:00 PM,Queens,Playground,Conch Playground,"Movies Under the Stars ""Ferdinand""",Community Based Event,Mobile Unit,Movies,General Public,23
Recreation,,06/27/2018 08:30:00 PM,Queens,Park,Unisphere - FMCP,"Movies Under the Stars ""Jumanji""",Community Based Event,Mobile Unit,Movies,General Public,167
Recreation,,06/26/2018 08:30:00 PM,Queens,Playground,Russell Sage Playground,"Movies Under the Stars ""The Lion King""",Community Based Event,Mobile Unit,Movies,General Public,326
Recreation,,06/23/2018 08:30:00 PM,Queens,Other,Sean's Place,"Movies Under the Stars ""Lego: Ninjago""",Community Based Event,Mobile Unit,Movies,General Public,54
Recreation,,06/15/2018 08:30:00 PM,Queens,Playground,Playground Ninety,"Movies Under the Stars ""The Book of Life""",Community Based Event,Mobile Unit,Movies,General Public,171
Recreation,,07/20/2018 06:00:00 PM,Manhattan,Park,Jackie Robinson Bandshell,Taikoza Concert,Community Based Event,Performance,Music,General Public,55
Recreation,,07/20/2018 08:00:00 PM,Manhattan,Playground,Dry Dock Playground,Movies Under the Stars: The Jungle Book,Community Based Event,Mobile Unit,Movies,General Public,369
Recreation,,07/19/2018 11:00:00 AM,Manhattan,Playground,Anne Loftus Playground,Summer Festival,Community Based Event,Family Festival,Play,Tot;#Young Adult;#Teens;#Children;#General Public,689
Recreation,,07/19/2018 08:00:00 PM,Manhattan,Playground,Playground 103 CIII,Movies Under the Stars: Lion,Community Based Event,Mobile Unit,Movies,General Public,189
Recreation,,07/18/2018 08:00:00 PM,Manhattan,Park,Hamilton Fish Park,Movies Under the Stars: Moana,Community Based Event,Mobile Unit,Movies,General Public,196
Recreation,,07/17/2018 11:00:00 AM,Manhattan,Playground,Imagination Playground,Puppet Mobile,Community Based Event,Performance,Play,General Public,150
Recreation,,07/14/2018 06:00:00 PM,Manhattan,Playground,Playground Eighty Nine LXXXIX,Movies Under the Stars: Coco,Community Based Event,Mobile Unit,Movies,General Public,325
Recreation,Bike NYC,07/14/2018 11:00:00 AM,Manhattan,Playground,Matthew P. Sapolin Playground,Learn to Ride,Community Based Event,Fitness,Fitness,General Public;#Young Adult;#Children;#Tot;#Teens,36
Recreation,,07/14/2018 06:00:00 PM,Manhattan,Park,Highbridge Park,Taikoza Concert,Community Based Event,Performance,Music,General Public,65
Recreation,,07/13/2018 08:00:00 PM,Manhattan,Park,Frederick Johnson Park,Movies Under the Stars: Queen of Katwe,Community Based Event,Mobile Unit,Movies,General Public,85
Recreation,Commissioner Castro's Office,07/13/2018 04:00:00 PM,Manhattan,Park,Ruppert Park,"Arts and Crafts, Jumbo Games",Community Based Event,Arts/Culture,Play,Children;#Tot;#Young Adult,125
Recreation,,07/12/2018 08:00:00 PM,Manhattan,Playground,Tecumseh Playground,Movies Under the Stars: The Space Between Us,Community Based Event,Mobile Unit,Movies,General Public,155
Recreation,,07/11/2018 08:00:00 PM,Manhattan,Park,Cherry Tree Park,Movies Under the Stars: The Secret Life of Pets,Community Based Event,Mobile Unit,Movies,General Public,225
Recreation,,07/21/2018 11:00:00 AM,Bronx,Other,Burnside Ave between Morris Av & Walton Av,Summer Event,Community Based Event,Mobile Unit,Play,Children;#General Public,200
